fromNode,toNode,weight
POLR3K,POLR3F,0.987
POLR3K,GPN3,0.577
POLR3K,BDP1,0.658
POLR3K,POLR2G,0.454
POLR3K,ZNF143,0.499
POLR3K,POLR3D,0.996
POLR3K,POLR2K,0.982
POLR3K,SNAPC5,0.499
POLR3K,POLR2E,0.997
POLR3K,POLR2H,0.989
POLR3K,POLR2L,0.987
POLR3K,POLR3A,0.998
POLR3K,POLR2F,0.988
POLR3K,SNAPC3,0.516
ADCY9,GNAI2,0.745
ADCY9,ADCY3,0.9
ADCY9,GNAS,0.691
ADCY9,AKAP9,0.407
TAF6L,TAF1,0.609
TAF6L,ATXN7L2,0.531
TAF6L,TAF10,0.999
TAF6L,TP53BP1,0.439
TAF6L,TAF5,0.939
TAF6L,TAF9B,0.985
TAF6L,LINC02218,0.479
TAF6L,TAF13,0.682
POLR2J,UVSSA,0.8
POLR2J,H4C13,0.824
POLR2J,POLR2B,0.999
POLR2J,POLR2M,0.889
POLR2J,TAF6,0.895
POLR2J,RTF1,0.842
POLR2J,MED19,0.886
POLR2J,CCNH,0.912
POLR2J,POLR1C,0.684
POLR2J,POLR1B,0.498
GRASP,DLG4,0.414
CLPB,ABCB1,0.414
CLPB,HSPA4,0.542
TAF6L,TAF6,0.9
TAF6L,MAP3K7,0.72
TAF6L,TADA1,0.997
TAF6L,KAT14,0.767
TAF6L,ATXN7,0.994
TAF6L,ZZZ3,0.767
TAF6L,TADA2A,0.935
TAF6L,GPS2,0.417
TAF6L,TAF9,0.998
TAF6L,TAF7,0.93
SPINDOC,H3-4,0.8
ZFPL1,ACBD5,0.506
ZNF281,CTNNB1,0.414
SPINDOC,H3C15,0.8
SPINDOC,H3C12,0.8
SPINDOC,SPIN2B,0.582
SPINDOC,H3C13,0.8
SPINDOC,RC3H1,0.457
SPINDOC,H3C1,0.8
SPINDOC,H3C14,0.8
SPINDOC,SPIN1,0.957
ZYG11B,GIMAP5,0.487
ZYG11B,FEM1B,0.9
ZYG11B,CUL2,0.959
ZYG11B,COMMD1,0.9
ZYG11B,ELOC,0.864
ZYG11B,KLHDC10,0.9
USP24,UBC,0.41
GMEB1,CD44,0.422
RBP7,SOCS4,0.42
GFI1,EHMT2,0.85
TAF6L,NCOR2,0.417
TAF6L,SAP130,0.8
TAF6L,TAF2,0.944
TAF6L,WDR5,0.72
TAL1,TCF4,0.815
TAL1,SUZ12,0.412
TAL1,HDAC2,0.609
TAL1,RUNX1,0.986
TAL1,HDAC1,0.669
ZNF496,ZNF446,0.505
TAL1,SSBP2,0.68
GFI1,HDAC2,0.55
GFI1,HDAC1,0.878
ZNF496,ZKSCAN4,0.557
REL,HSPA1L,0.41
REL,FOXP3,0.736
REL,ESR1,0.599
REL,RUNX1,0.513
REL,BTRC,0.57
REL,CREB1,0.699
REL,CD40,0.975
WDR92,POLR2H,0.44
WDR92,POLR2E,0.987
WDR92,POLR3A,0.438
WDR92,POLR1C,0.438
WDR92,PPP3CA,0.42
WDR92,RUVBL1,0.878
WDR92,ASB7,0.585
WDCP,NLK,0.406
WDCP,RUVBL1,0.491
WDCP,GCC2,0.499
HPGDS,GSTZ1,0.499
WDR92,PRPF8,0.424
HPGDS,PTGDS,0.9
HPGDS,GSTM1,0.499
HPGDS,GSTM4,0.499
HPGDS,GSTO1,0.523
WDR92,GPN3,0.463
TMOD4,TNNI2,0.499
TMOD4,TPM1,0.598
TMOD4,TNNT1,0.499
WDCP,EIF2AK3,0.499
WDCP,KIF5B,0.499
TMOD4,HSP90AB1,0.443
TMOD4,MTPN,0.612
TMOD4,TNNC2,0.499
MRPS18C,MRPS30,0.899
MRPS18C,MRPL58,0.815
MRPS18C,MRPL13,0.872
MRPS18C,MRPL23,0.872
MRPS18C,MRPL2,0.883
MRPS18C,MRPS14,0.991
MRPS18C,MRPS31,0.972
MRPS18C,MRPL22,0.875
MRPS18C,TRMT10B,0.556
MRPS18C,MRPL19,0.875
MRPS18C,MTIF3,0.901
MRPS18C,RPS18,0.4
MRPS18C,MRPS23,0.975
MRPS18C,MRPS12,0.987
MRPS18C,MRPL35,0.807
MRPS18C,MRPL45,0.8
MRPS18C,MRPL48,0.813
MRPS18C,MRPL39,0.807
MRPS18C,RPS9,0.459
MRPS18C,MRPS27,0.993
MRPS18C,MRPL12,0.8
MRPS18C,MRPL1,0.827
MRPS18C,MRPL47,0.875
MRPS18C,MRPL50,0.807
MRPS18C,MRPS22,0.991
MRPS18C,MRPS11,0.997
MRPS18C,MRPL36,0.875
MRPS18C,MRPL30,0.865
COL6A3,SERPINH1,0.581
MRPS18C,MRPS33,0.99
COL6A3,PDGFB,0.499
CXCR1,YARS2,0.661
CXCR1,CXCL5,0.994
CXCR1,CXCL1,0.995
CXCR1,XCL1,0.663
CXCR1,CXCL8,0.999
CXCR1,CXCR6,0.618
CXCR1,GNAI2,0.457
CXCR1,CCL3L1,0.762
CXCR1,PPBP,0.993
SSR2,SEC61A2,0.499
CXCR1,XCL2,0.65
SSR2,OSTC,0.8
TRAT1,PIK3R1,0.4
SSR2,TMEM258,0.8
TRAT1,TRDV1,0.54
SSR2,ATP1A1,0.422
TRAT1,LAX1,0.886
HDAC11,H2BC17,0.65
HDAC11,NCOR2,0.644
HDAC11,H2AZ1,0.65
HDAC11,H2BC9,0.65
HDAC11,RSRC1,0.607
HDAC11,H2BC4,0.65
HDAC11,H2AC20,0.65
CHCHD4,TXN,0.482
CHCHD4,CCDC127,0.406
CHCHD4,TIMM9,0.585
PRKCI,CD44,0.573
HDAC11,TAF1,0.661
HDAC11,H2BC11,0.65
PRKCI,F11R,0.532
HDAC11,H2BC21,0.65
HDAC11,H2AC6,0.65
PRKCI,PRKCZ,0.969
PRKCI,PDPK1,0.407
HDAC11,PAXBP1,0.407
WDFY3,ATG12,0.861
PRKCI,TRAF6,0.525
ATXN7,KAT14,0.54
ATXN7,ZZZ3,0.54
ATXN7,TAF6,0.701
ATXN7,MAP3K7,0.54
ATXN7,TADA1,0.995
ATXN7,TAF10,0.988
ATXN7,TAF5,0.687
ATXN7,TAF9B,0.918
ATXN7,H2AC20,0.701
ATXN7,H2BC9,0.499
ATXN7,H2AC6,0.499
ATXN7,H2BC11,0.499
ATXN7,SAP130,0.8
WDFY3,ATG5,0.983
WDFY3,TRAF6,0.888
WDFY3,GABARAP,0.968
PTX3,C4B,0.405
ATXN7,WDR5,0.54
PTX3,C4A,0.404
ATXN7,TADA2A,0.747
PTX3,C1QB,0.549
TTC14,NKAP,0.487
ATXN7,H2BC21,0.697
CXCL5,CXCL8,0.493
ATXN7,TAF9,0.993
ATXN7,TAF7,0.54
ATXN7,H2BC17,0.499
ATXN7,H2BC4,0.63
ATXN7,TAF2,0.54
CXCL5,CXCL1,0.949
IL17RC,TRAF3IP2,0.663
CXCL5,XCL2,0.734
CXCL5,MMP9,0.402
CXCL5,CD36,0.422
CXCL5,ACKR1,0.842
CXCL5,CXCR6,0.65
CXCL5,CCR4,0.665
CXCL5,PPBP,0.72
KIAA1143,PRPF8,0.526
PPBP,CCR4,0.65
PPBP,P2RY14,0.443
PPBP,CXCR6,0.702
PPBP,ACKR1,0.773
PPBP,CXCL8,0.4
PPBP,CXCL1,0.844
HPS3,BCAS4,0.54
HPS3,BLOC1S5,0.72
HPS3,HPS4,0.72
KIAA1143,WDR83,0.535
ITGB5,ITGA6,0.749
ITGB5,SPP1,0.763
ITGB5,MYL5,0.499
ITGB5,CD36,0.408
KIAA1143,ECD,0.583
ITGB5,EMILIN1,0.54
ITGB5,LTBP1,0.499
ITGB5,ACTB,0.901
ITGB5,PRKCA,0.651
ITGB5,COL18A1,0.499
ITGB5,TPM1,0.499
ITGB5,PAK4,0.827
ITGB5,ITGB3,0.943
ITGB5,MYL6B,0.499
ITGB5,PARVB,0.65
SENP2,NUP43,0.595
H2AZ1,TAF1,0.8
UBXN7,UBC,0.473
UBXN7,CUL2,0.852
UBXN7,COMMD3,0.499
UBXN7,POLR2K,0.432
UBXN7,BRWD3,0.591
UBXN7,ELOC,0.802
UBXN7,UBE2V2,0.535
UBXN7,COMMD8,0.499
UBXN7,COMMD1,0.499
UBXN7,COMMD2,0.499
UBXN7,PLAA,0.497
UBXN7,TOPORS,0.618
UBXN7,UFM1,0.412
UBXN7,CUL4B,0.621
UBXN7,KBTBD7,0.497
UBXN7,BRWD1,0.591
UBXN7,ZRANB2,0.424
UBXN7,POLR2G,0.429
H2AZ1,H2BC8,0.547
UBXN7,VCPIP1,0.734
UBXN7,POLR2E,0.432
UBXN7,POLR2H,0.426
UBXN7,MED14,0.409
UBXN7,DCUN1D2,0.499
UBXN7,POLR2F,0.429
H2AZ1,H2BC9,0.744
H2AZ1,H2AC20,0.617
H2AZ1,RNF2,0.698
H2AZ1,H3C12,0.622
H2AZ1,PHC1,0.499
H2AZ1,MED23,0.8
H2AZ1,EED,0.499
H2AZ1,POLR2G,0.895
H2AZ1,CHD4,0.48
H2AZ1,TAF10,0.8
H2AZ1,H3-4,0.628
H2AZ1,GTF2F2,0.8
H2AZ1,H3C13,0.893
H2AZ1,H3C14,0.874
H2AZ1,TAF6,0.8
H2AZ1,TAF5,0.8
H2AZ1,MED1,0.8
H2AZ1,SMC4,0.499
H2AZ1,HDAC1,0.687
H2AZ1,MTF2,0.499
H2AZ1,GTF2A1,0.8
H2AZ1,MED19,0.8
H2AZ1,H4C1,0.837
H2AZ1,SUV39H1,0.499
H2AZ1,H4-16,0.837
H2AZ1,H2BC4,0.783
H2AZ1,NCAPD3,0.499
H2AZ1,POLR2B,0.895
H2AZ1,POLR2K,0.895
H2AZ1,MED30,0.8
H2AZ1,TAF13,0.8
H2AZ1,GTF2H5,0.8
H2AZ1,H4C5,0.879
H2AZ1,TAF2,0.8
H2AZ1,H4C8,0.879
H2AZ1,UBB,0.422
H2AZ1,UHRF1,0.579
H2AZ1,MBTD1,0.601
H2AZ1,POLR2A,0.895
H2AZ1,RNF168,0.457
H2AZ1,RUVBL1,0.477
H2AZ1,PWWP2A,0.552
H2AZ1,H4C11,0.879
H2AZ1,SMARCB1,0.422
H2AZ1,ANP32E,0.97
H2AZ1,H4C15,0.837
H2AZ1,H4C4,0.879
H2AZ1,SCMH1,0.499
H2AZ1,POU2F1,0.499
H2AZ1,H4C2,0.879
H2AZ1,PRMT6,0.499
H2AZ1,H4C3,0.837
H2AZ1,MIER3,0.617
H2AZ1,GTF2H3,0.8
H2AZ1,ERCC2,0.8
H2AZ1,POLR2H,0.895
H2AZ1,POLR2E,0.895
H2AZ1,PHC3,0.499
H2AZ1,RUNX1,0.499
H2AZ1,MED6,0.8
H2AZ1,H4C12,0.879
H2AZ1,SUZ12,0.741
H2AZ1,H4C9,0.879
H2AZ1,PBRM1,0.428
H2AZ1,H2BC17,0.767
H2AZ1,HDAC2,0.788
H2AZ1,POLR2L,0.895
H2AZ1,H4C13,0.879
H2AZ1,LIG3,0.431
H2AZ1,H4C14,0.837
H2AZ1,H2BC11,0.969
H2AZ1,MED14,0.8
H2AZ1,DNMT1,0.499
H2AZ1,POLR2F,0.895
H2AZ1,ESR1,0.499
H2AZ1,PAGR1,0.499
H2AZ1,ATRX,0.521
MON1A,RABGEF1,0.595
H2AZ1,CCNH,0.8
H2AZ1,EHMT2,0.402
H2AZ1,ACTL6A,0.458
H2AZ1,BMI1,0.499
H2AZ1,KDM6A,0.499
H2AZ1,NCOA3,0.499
H2AZ1,ING3,0.577
H2AZ1,H3C1,0.454
H2AZ1,H2AC6,0.563
H2AZ1,H2BC21,0.992
H2AZ1,TAF7,0.8
H2AZ1,AEBP2,0.499
H2AZ1,TAF9,0.8
H2AZ1,H3C15,0.829
H2AZ1,WDR5,0.698
SAP30,DNMT1,0.499
SAP30,ING2,0.962
SAP30,CUL4B,0.457
SAP30,CHD4,0.705
SAP30,ZBTB33,0.434
GUCY1A1,GUCY1B1,0.999
GUCY1A1,ANKMY2,0.602
NAA15,SMIM13,0.493
SAP30,SAP130,0.933
SAP30,NCOR2,0.92
NAA15,NAA20,0.74
SAP30,HDAC1,0.998
SAP30,OGT,0.54
NAA15,NAA16,0.965
NAA15,KAT14,0.462
SAP30,REST,0.499
NAA15,NAA30,0.9
NAA15,NAA35,0.9
ARFIP1,HSD17B8,0.455
SAP30,PTPRJ,0.747
SAP30,BAHCC1,0.648
SAP30,ARID4A,0.963
SAP30,CHD3,0.58
SAP30,HDAC2,0.998
SAP30,ING3,0.652
ABCE1,RPS19,0.886
ABCE1,RPL17,0.8
ABCE1,RPS17,0.876
ABCE1,RPL23,0.847
ABCE1,RPL26,0.8
ABCE1,RPS13,0.896
ABCE1,RPS8,0.891
ABCE1,RPS24,0.946
ABCE1,RPS3A,0.912
ABCE1,RPS23,0.961
ABCE1,RPS16,0.904
ABCE1,ATXN2,0.422
ICE1,CDC73,0.9
ICE1,MLLT3,0.9
ICE1,ELP2,0.72
ICE1,AFF1,0.9
ICE1,WDR61,0.9
ICE1,RTF1,0.9
ICE1,CDK9,0.9
ICE1,ELOC,0.9
ICE1,LEO1,0.9
ICE1,CCNK,0.54
ABCE1,EIF1AX,0.867
ABCE1,RPL39,0.8
ABCE1,RPL5,0.83
ABCE1,RPS29,0.905
ABCE1,RPS27,0.902
ABCE1,FAU,0.947
ABCE1,RPS9,0.865
ABCE1,RPL23A,0.8
ABCE1,RPL38,0.8
ABCE1,RPL11,0.8
ABCE1,RACK1,0.915
ABCE1,RPL9,0.867
ABCE1,RPS15A,0.867
ABCE1,RPS28,0.943
ABCE1,RPS7,0.887
ABCE1,RPS18,0.881
ABCE1,HBS1L,0.553
ABCE1,RPS5,0.887
ABCE1,RPS2,0.887
LSM6,WBP4,0.991
ABCE1,UBA52,0.8
ABCE1,RPL4,0.915
ABCE1,ETF1,0.971
ABCE1,RPS14,0.87
ABCE1,RPL26L1,0.8
ABCE1,RNASEL,0.926
LSM6,SNRPD1,0.994
LSM6,CDC5L,0.8
LSM6,NCBP1,0.8
ABCE1,RPS4X,0.892
LSM6,SNRPB,0.993
LSM6,EFTUD2,0.988
ABCE1,RPS6,0.948
LSM6,PRPF4,0.996
LSM6,CWC22,0.9
LSM6,LSM5,0.999
LSM6,SNRPD2,0.995
LSM6,SNRPG,0.992
LSM6,RPP38,0.461
LSM6,CWC27,0.959
LSM6,PRPF8,0.989
LSM6,PKN2,0.493
LSM6,DDX39B,0.54
LSM6,PRPF31,0.995
LSM6,TUT1,0.614
LSM6,SNRPE,0.994
LSM6,RBMX2,0.931
LSM6,RPP30,0.54
LSM6,RIOK1,0.408
LSM6,RPP25,0.54
LSM6,PRPF4B,0.838
LSM6,COPRS,0.42
NDUFAF2,NDUFAF4,0.747
LSM6,LSM3,0.999
NDUFAF2,PWWP3A,0.555
LSM6,C19orf54,0.653
LSM6,SNRPN,0.835
LSM6,SNU13,0.994
RPS23,WDR75,0.943
LSM6,PRPF18,0.54
RPS23,RPS28,0.996
RPS23,MCTS1,0.8
RPS23,RPL38,0.996
RPS23,RIOK1,0.802
RPS23,MRPL36,0.499
NDUFAF2,NDUFS4,0.955
RPS23,HEATR1,0.944
RPS23,RPS6,0.998
RPS23,RPS2,0.997
RPS23,LTV1,0.93
RPS23,RPS7,0.997
RPS23,HBS1L,0.862
RPS23,RCL1,0.943
RPS23,TSR1,0.947
RPS23,BMS1,0.946
RPS23,RPL23A,0.975
RPS23,UTP4,0.943
RPS23,RPS24,0.996
RPS23,UTP11,0.943
RPS23,LYAR,0.8
RPS23,RPL26,0.895
RPS23,EFTUD2,0.437
RPS23,UBA52,0.974
RPS23,RPS19,0.997
RPS23,RPL11,0.997
RPS23,RPL23,0.974
RPS23,RPL26L1,0.895
RPS23,RPL4,0.975
RPS23,MRPS11,0.768
RPS23,EIF1AX,0.946
RPS23,RPL5,0.976
RPS23,HABP4,0.481
RPS23,RPS18,0.997
RPS23,RPP38,0.457
RPS23,WDR43,0.9
RPS23,RPS5,0.996
RPS23,DCAF13,0.943
RPS23,PDCD11,0.524
RPS23,RSRC1,0.487
RPS23,RPS15A,0.996
RPS23,UTP14A,0.889
RPS23,RACK1,0.991
RPS23,NGDN,0.9
RPS23,MRPL19,0.499
RPS23,RPS14,0.997
RPS23,ETF1,0.9
RPS23,MED1,0.491
RPS23,RPL9,0.971
RPS23,RPS4X,0.991
RPS23,WDR36,0.943
RPS23,RPL22L1,0.495
RPS23,MRPL47,0.489
RPS23,RPS9,0.997
RPS23,NOL10,0.9
RPS23,WDR3,0.943
RPS23,FAU,0.998
RPS23,C1orf131,0.8
RPS23,RPS29,0.996
RPS23,RPS27L,0.809
RPS23,RPS16,0.997
WDR41,C9orf72,0.999
WDR41,RIC1,0.72
RPS23,MRPL12,0.499
NDUFS4,PWWP3A,0.586
NDUFS4,DNAJC30,0.569
NDUFS4,COX7B,0.814
RPS23,DNTTIP2,0.943
RPS23,RPS3A,0.997
RPS23,SNU13,0.954
NDUFS4,UQCRB,0.953
NDUFS4,TMEM254,0.503
RPS23,RPS13,0.997
NDUFS4,NDUFB2,0.993
NDUFS4,NDUFA3,0.995
RPS23,RPS8,0.997
RPS23,RPL17,0.937
RICTOR,PTK2B,0.443
RICTOR,PREX1,0.457
RPS23,RPS17,0.997
RICTOR,NRAS,0.42
RICTOR,RPL26,0.457
RICTOR,RPTOR,0.998
RICTOR,BRCA1,0.621
RICTOR,RPL23A,0.732
RICTOR,FBXW7,0.661
RICTOR,HSPA4,0.927
RICTOR,SMAD4,0.691
RPS23,RPS27,0.994
RICTOR,TAF1,0.42
RPS23,RPL39,0.989
RICTOR,FOXO3,0.407
ERAP1,TNF,0.571
ERAP1,ERAP2,0.532
ERAP1,NUCB2,0.894
RICTOR,PRKCA,0.496
RICTOR,TTI1,0.998
RICTOR,SUCLG2,0.667
RICTOR,SOS1,0.431
ERAP1,EDEM3,0.47
UBLCP1,PSMC3,0.448
UBLCP1,PSMC6,0.602
ANKRA2,RFX7,0.962
UBLCP1,UCHL5,0.422
MED30,H4C5,0.8
UBLCP1,PSMD12,0.616
UBLCP1,PSMD14,0.534
COG5,CD274,0.519
COG5,TMF1,0.499
COG5,COG7,0.997
COG5,GOLGA4,0.499
COG5,MAN1A2,0.499
COG5,RIC1,0.499
COG5,COMMD8,0.512
COG5,VPS45,0.499
COG5,VTI1A,0.499
COG5,GOLGA1,0.499
COG5,GCC2,0.499
COG5,GOSR2,0.499
RAPGEF6,BAG3,0.456
RAPGEF6,F11R,0.966
RAPGEF6,NRAS,0.409
RAPGEF6,AFDN,0.66
CYTH3,RACK1,0.406
CYTH3,IPCEF1,0.586
CYTH3,CCDC120,0.529
CYTH3,FRMD4B,0.695
BMT2,DEPDC5,0.889
BMT2,KPTN,0.793
BMT2,TGFBRAP1,0.406
BMT2,SZT2,0.897
MED30,TP53BP1,0.439
MED30,NCOA2,0.499
MED30,H3C13,0.8
MED30,TAF5,0.8
MED30,CDK19,0.947
MED30,TAF10,0.8
MED30,H4C15,0.8
MED30,GTF2H3,0.8
MED30,H4C3,0.8
MED30,POLR2G,0.89
MED30,TAF9,0.8
MED30,TAF7,0.8
MED30,H4C2,0.8
MED30,CD36,0.465
RP9,NKAPD1,0.52
MED30,H4C4,0.8
MED30,POLR2A,0.921
RELL2,OXSR1,0.518
MED30,H3C15,0.8
MED30,MED23,0.987
MED30,H4C1,0.8
MED30,POLR2E,0.864
MED30,CCNC,0.914
MED30,TAF2,0.8
MED30,H4C8,0.8
MED30,ERCC2,0.8
MED30,GTF2H5,0.8
MED30,POLR2H,0.833
MED30,CDK9,0.54
MED30,POLR2F,0.9
MED30,TAF1,0.8
MED30,MED14,0.993
MED30,CDK8,0.985
MED30,GTF2A1,0.8
MED30,H4C11,0.8
MED30,H4C9,0.8
MED30,H4C14,0.8
MED30,MED13,0.961
MED30,H2BC11,0.8
MED30,NCOA3,0.499
MED30,POLR2L,0.833
MED30,H3C14,0.8
MED30,MED1,0.994
MED30,CCNH,0.832
MED30,GTF2F2,0.8
MED30,MED6,0.996
MED30,H4C12,0.8
MED30,TAF13,0.8
MED30,H4C13,0.8
MED30,POLR2B,0.855
MED30,POLR2K,0.8
MED30,H4-16,0.8
MED30,TAF6,0.8
MED30,MED19,0.984
NOS3,NOS2,0.9
MICALL2,GRB2,0.412
NOS3,ACTB,0.452
NOS3,HSP90AA1,0.997
NOS3,HSP90AB1,0.996
DCAF13,WDR75,0.912
DCAF13,COMMD3,0.499
DCAF13,RCL1,0.915
DCAF13,RPS7,0.984
DCAF13,RPS15A,0.869
DCAF13,NOL10,0.957
DCAF13,RPS27L,0.4
DCAF13,RPS28,0.9
DCAF13,UTP14A,0.978
DCAF13,UTP4,0.973
DCAF13,NGDN,0.957
DCAF13,BMS1,0.945
PHAX,NCBP1,0.853
PHAX,DDX20,0.512
PHAX,NUCKS1,0.724
PHAX,LARP7,0.457
DCAF13,DCUN1D2,0.499
DCAF13,RPS27,0.874
DCAF13,RPS4X,0.868
DCAF13,UTP23,0.54
DCAF13,COMMD2,0.499
DCAF13,DCAF4,0.9
DCAF13,WDR36,0.985
DCAF13,RPS16,0.926
DCAF13,DCAF16,0.9
DCAF13,RPS14,0.973
DCAF13,SNU13,0.968
DCAF13,RPS24,0.9
DCAF13,DNTTIP2,0.912
DCAF13,RPS3A,0.903
DCAF13,RPS18,0.903
DCAF13,UTP11,0.982
DCAF13,RPS8,0.928
DCAF13,RPS13,0.94
DCAF13,RPS6,0.982
DCAF13,RPS5,0.912
DCAF13,EXOSC2,0.531
DCAF13,WDR83,0.456
DCAF13,RPS19,0.918
DCAF13,HEATR1,0.974
DCAF13,CUL4B,0.952
DCAF13,PDCD11,0.944
DCAF13,WDR43,0.943
DCAF13,RPS9,0.979
HSD3B7,FAU,0.743
ALDH1A1,ABCC4,0.434
DCAF13,COMMD8,0.499
DCAF13,RPS17,0.8
DCAF13,EXOSC8,0.516
DCAF13,COMMD1,0.499
DCAF13,UTP25,0.8
DCAF13,WDR3,0.957
ZHX1,ZMYND11,0.628
TRMT10B,MRPS14,0.616
ZHX1,DDX39B,0.42
ZHX1,BRCA1,0.439
ZHX1,NFYA,0.627
ZHX1,CREB1,0.423
TRMT10B,TIMM9,0.54
TRMT10B,MRPS33,0.585
TRMT10B,AGK,0.54
SPTSSA,GOLGA7B,0.54
FOLR2,KLK1,0.408
FOLR2,DPY30,0.407
INPPL1,INSR,0.457
INPPL1,PTPN11,0.8
INPPL1,YES1,0.804
INPPL1,BCAR1,0.827
INPPL1,LYN,0.543
DCAF13,PUM3,0.467
DCAF13,RPS2,0.8
DCAF13,MRPS12,0.463
DCAF13,C1orf131,0.8
SPTSSA,GOLGA7,0.9
TRMT10B,MRPS11,0.616
TRMT10B,MRPS31,0.599
TRMT10B,MRPS27,0.653
TRMT10B,MRPS23,0.608
INPPL1,IL5RA,0.499
INPPL1,PIK3R1,0.799
INPPL1,GAB3,0.499
INPPL1,CD2AP,0.701
INPPL1,GRB2,0.875
INPPL1,CSF1,0.499
INPPL1,CRK,0.474
INPPL1,IL2RA,0.499
INPPL1,IL3RA,0.499
INPPL1,PIK3CG,0.499
INPPL1,ITSN2,0.482
INPPL1,SRC,0.841
INPPL1,FRYL,0.417
LRR1,COMMD3,0.499
LRR1,COPS2,0.599
LRR1,DCUN1D2,0.499
LRR1,COMMD2,0.499
NEMF,RPL39,0.8
LRR1,COPS8,0.615
LRR1,ELOC,0.976
LRR1,TIMELESS,0.8
LRR1,CUL2,0.985
LRR1,COMMD1,0.499
LRR1,COMMD8,0.499
DNAAF2,BAG3,0.54
ZNF22,RPL26L1,0.546
ZNF22,RPS3A,0.539
NEMF,LTN1,0.997
NEMF,RPL17,0.844
NEMF,RPL23,0.85
NEMF,RPL9,0.86
NEMF,UBA52,0.8
NEMF,RPL4,0.842
DNAAF2,HSP90AB1,0.701
DNAAF2,DNAJC9,0.54
DNAAF2,RUVBL1,0.54
DNAAF2,TSC1,0.54
DNAAF2,PSMG1,0.54
NEMF,RPL5,0.883
SEC61A2,COX18,0.783
NEMF,RPL23A,0.861
NEMF,RPL38,0.8
NEMF,RPL11,0.905
SEC61A2,RPL23A,0.493
SEC61A2,STK39,0.515
SEC61A2,OXSR1,0.515
ABRAXAS2,BRCC3,0.999
TSC1,DNAJC9,0.905
ABRAXAS2,PSMD14,0.54
ABRAXAS2,THAP5,0.495
ABRAXAS2,NLRP3,0.63
CLEC1B,KLRF1,0.817
CLEC1B,ADAM9,0.564
NEMF,RPL26,0.844
TSC1,CDC37L1,0.439
TSC1,BAG3,0.73
TSC1,CHORDC1,0.406
TSC1,RUVBL1,0.695
TSC1,KDM6A,0.403
TSC1,HSP90AB1,0.72
TSC1,PSMG1,0.9
METTL3,METTL14,0.999
METTL3,YTHDF3,0.878
METTL3,RBM15,0.998
METTL3,TUBB2A,0.517
METTL3,PTGDR,0.405
METTL3,METTL4,0.98
METTL3,NCBP1,0.668
METTL3,MRM3,0.448
WAPL,PDS5B,0.999
WAPL,SMC3,0.934
WAPL,STAG1,0.975
ARHGAP42,VPS33B,0.407
RAPSN,CTNNB1,0.631
RAPSN,PRKACB,0.416
RAPSN,DAG1,0.601
RAPSN,AGRN,0.658
HEATR3,RPL11,0.758
HEATR3,RPL5,0.867
CKB,ELOC,0.8
CKB,TPM1,0.448
AVPR1A,VIP,0.851
COPS2,APBB3,0.607
COPS2,NIF3L1,0.517
COPS2,CUL5,0.438
COPS2,FEM1B,0.547
COPS2,COPS8,0.998
COPS2,DCAF4,0.573
COPS2,COPS4,0.999
COX11,COX19,0.576
TAF10,ESR1,0.662
TAF10,H4C8,0.8
TAF10,TAF2,0.995
COPS2,ABCA1,0.457
TAF10,GTF2H5,0.979
COPS2,THEMIS,0.72
COPS2,CUL4B,0.81
TAF10,H2BC17,0.499
TAF10,POLR2F,0.895
TAF10,H2BC4,0.499
COPS2,GRB2,0.9
TAF10,TAF9,0.999
TAF10,TAF7,0.996
COPS2,ELOC,0.8
TAF10,ERCC2,0.979
TAF10,H2BC21,0.499
TAF10,POLR2A,0.926
TAF10,TAF13,0.997
TAF10,H4C5,0.8
TAF10,GPS2,0.442
TAF10,WDR5,0.72
TAF10,H4C15,0.8
TAF10,TADA2A,0.951
TAF10,POLR2K,0.895
TAF10,POLR2E,0.909
TAF10,H4C1,0.8
COPS2,CUL2,0.954
TAF10,H4-16,0.8
TAF10,POLR2L,0.895
TAF10,POLR2H,0.895
TAF10,POLR2G,0.895
TAF10,H4C3,0.8
TAF10,H4C2,0.8
TAF10,LINC02218,0.54
TAF10,MED1,0.8
TAF10,TAF9B,0.983
TAF10,H4C4,0.8
TAF10,TP53BP1,0.439
TAF10,H3C14,0.8
TAF10,TAF5,0.999
TAF10,GTF2F2,0.923
TAF10,H3C13,0.8
TAF10,MED6,0.8
TAF10,GTF2H3,0.979
TAF10,H4C12,0.8
TAF10,MED14,0.8
TAF10,MED23,0.8
TAF10,SAP130,0.918
TAF10,GTF2A1,0.979
TAF10,NCOR2,0.462
TAF10,H2BC11,0.895
TAF10,H4C14,0.8
TAF10,H2AC6,0.499
TAF10,POLR2B,0.899
TAF10,H4C13,0.8
TAF10,H2AC20,0.499
TAF10,TADA1,0.997
TAF10,MED19,0.8
TAF10,MAP3K7,0.72
TAF10,TAF6,0.999
TAF10,H2BC9,0.499
TAF10,TAF1,0.998
TAF10,CCNH,0.8
TAF10,H3C15,0.8
TAF10,ZZZ3,0.72
TAF10,KAT14,0.72
DCHS1,CTNND1,0.617
TAF10,H4C9,0.8
DCHS1,CTNNB1,0.642
PPFIBP2,CRK,0.438
DCHS1,APC2,0.555
TAF10,H4C11,0.8
LEO1,H4C4,0.828
IDH3A,SUCLG2,0.628
IDH3A,SUCLA2,0.845
IDH3A,IDH1,0.919
RNF169,H2AC20,0.556
RNF169,BRCA1,0.54
RNF169,UBC,0.494
